pollution (noun)	<b>polusi / pencemaran</b><br>The presence of harmful substances in the environment.<br>Related: pollute, pollutant, air pollution, water pollution.<br><i>Air pollution in big cities causes serious health problems.</i>	ielts vocab topic environment
deforestation (noun)	<b>penggundulan hutan</b><br>The action of clearing a wide area of trees.<br>Related: deforest, forest loss, logging.<br><i>Deforestation in the Amazon threatens countless species.</i>	ielts vocab topic environment
renewable (adjective)	<b>terbarukan</b><br>Able to be replaced naturally; not running out.<br>Related: renewable energy, renewable resources, non-renewable.<br><i>Wind and solar are renewable sources of energy.</i>	ielts vocab topic environment
ecosystem (noun)	<b>ekosistem</b><br>A community of living things interacting with their environment.<br>Related: ecology, ecological balance, marine ecosystem.<br><i>Coral reefs are among the most diverse ecosystems on Earth.</i>	ielts vocab topic environment
biodiversity (noun)	<b>keanekaragaman hayati</b><br>The variety of plant and animal life in an area.<br>Related: biological diversity, species, conservation.<br><i>Tropical rainforests are rich in biodiversity.</i>	ielts vocab topic environment
emissions (noun)	<b>emisi / gas buangan</b><br>Gases released into the atmosphere, often from burning fuel.<br>Related: emit, carbon emissions, greenhouse emissions.<br><i>Governments are working to reduce carbon emissions globally.</i>	ielts vocab topic environment
conservation (noun)	<b>konservasi / pelestarian</b><br>Protection of plants, animals, and natural areas.<br>Related: conserve, conservationist, wildlife conservation.<br><i>Conservation efforts have saved many species from extinction.</i>	ielts vocab topic environment
climate change (noun phrase)	<b>perubahan iklim</b><br>Long-term shifts in temperatures and weather patterns.<br>Related: global warming, climate crisis, climate action.<br><i>Climate change is causing sea levels to rise rapidly.</i>	ielts vocab topic environment
recycle (verb)	<b>mendaur ulang</b><br>To convert waste into reusable material.<br>Related: recycling, recyclable, reuse, reduce.<br><i>We should recycle paper, plastic, and glass at home.</i>	ielts vocab topic environment
fossil fuel (noun phrase)	<b>bahan bakar fosil</b><br>Natural fuels like coal, oil, and gas formed from ancient organisms.<br>Related: coal, petroleum, non-renewable energy.<br><i>Burning fossil fuels is the main cause of global warming.</i>	ielts vocab topic environment
ozone layer (noun phrase)	<b>lapisan ozon</b><br>A layer in the atmosphere that protects Earth from UV rays.<br>Related: ozone depletion, stratosphere, CFCs.<br><i>The ozone layer absorbs most of the sun's harmful radiation.</i>	ielts vocab topic environment
greenhouse gas (noun phrase)	<b>gas rumah kaca</b><br>A gas that traps heat in the atmosphere.<br>Related: carbon dioxide, methane, greenhouse effect.<br><i>Carbon dioxide is the most common greenhouse gas.</i>	ielts vocab topic environment
sustainable (adjective)	<b>berkelanjutan</b><br>Able to continue over time without harming the environment.<br>Related: sustainability, sustainable development.<br><i>Solar power is a sustainable source of energy.</i>	ielts vocab topic environment
endangered (adjective)	<b>terancam punah</b><br>At risk of becoming extinct.<br>Related: endangered species, extinct, threatened.<br><i>The Sumatran tiger is critically endangered.</i>	ielts vocab topic environment
habitat (noun)	<b>habitat / tempat tinggal alami</b><br>The natural home of an animal or plant.<br>Related: natural habitat, habitat loss, ecosystem.<br><i>Pandas live in bamboo forests, their natural habitat.</i>	ielts vocab topic environment
curriculum (noun)	<b>kurikulum</b><br>The subjects taught in a school or course.<br>Related: syllabus, curricula, national curriculum.<br><i>The school updated its curriculum to include coding.</i>	ielts vocab topic education
scholarship (noun)	<b>beasiswa</b><br>Financial aid awarded to students for academic merit.<br>Related: scholar, grant, bursary, full scholarship.<br><i>She won a scholarship to study at Oxford University.</i>	ielts vocab topic education
tuition (noun)	<b>biaya kuliah / les</b><br>Money paid for instruction, especially at university.<br>Related: tuition fees, private tuition, tutor.<br><i>University tuition fees have risen sharply in recent years.</i>	ielts vocab topic education
vocational (adjective)	<b>kejuruan</b><br>Related to skills training for a specific job.<br>Related: vocational training, vocation, vocational school.<br><i>Vocational courses prepare students for practical careers.</i>	ielts vocab topic education
undergraduate (noun)	<b>mahasiswa S1</b><br>A university student studying for a first degree.<br>Related: undergraduate degree, bachelor's, freshman.<br><i>As an undergraduate, he studied economics for four years.</i>	ielts vocab topic education
postgraduate (noun)	<b>mahasiswa pascasarjana</b><br>A student studying for an advanced degree after a bachelor's.<br>Related: master's, PhD, postgraduate studies.<br><i>She is a postgraduate student researching renewable energy.</i>	ielts vocab topic education
literacy (noun)	<b>kemampuan baca tulis</b><br>The ability to read and write.<br>Related: literate, illiteracy, digital literacy.<br><i>Literacy rates have improved across developing countries.</i>	ielts vocab topic education
distance learning (noun phrase)	<b>pembelajaran jarak jauh</b><br>Education delivered remotely, often online.<br>Related: online learning, e-learning, remote study.<br><i>Distance learning became popular during the pandemic.</i>	ielts vocab topic education
peer pressure (noun phrase)	<b>tekanan dari teman sebaya</b><br>Influence from people of the same age group.<br>Related: peers, social pressure, conformity.<br><i>Teenagers often face peer pressure to fit in at school.</i>	ielts vocab topic education
academic (adjective)	<b>akademis</b><br>Related to education, especially at universities.<br>Related: academic year, academia, academic performance.<br><i>His academic achievements earned him a place at Cambridge.</i>	ielts vocab topic education
lecture (noun)	<b>kuliah / ceramah</b><br>A formal talk given to students.<br>Related: lecturer, lecture hall, attend a lecture.<br><i>Students take notes during the professor's lecture.</i>	ielts vocab topic education
syllabus (noun)	<b>silabus</b><br>An outline of topics covered in a course.<br>Related: curriculum, course outline, syllabi.<br><i>The syllabus lists all the topics for this semester.</i>	ielts vocab topic education
qualification (noun)	<b>kualifikasi / ijazah</b><br>A certificate or skill showing ability or knowledge.<br>Related: qualify, qualified, professional qualification.<br><i>He has the qualifications needed for the teaching job.</i>	ielts vocab topic education
plagiarism (noun)	<b>plagiarisme / penjiplakan</b><br>Copying someone else's work and claiming it as your own.<br>Related: plagiarize, plagiarist, academic misconduct.<br><i>Plagiarism is a serious offense at every university.</i>	ielts vocab topic education
drop out (phrasal verb)	<b>putus sekolah / berhenti kuliah</b><br>To leave school or college before finishing.<br>Related: dropout, quit, withdraw.<br><i>Many students drop out of university due to financial problems.</i>	ielts vocab topic education
obesity (noun)	<b>obesitas / kegemukan</b><br>The condition of being seriously overweight.<br>Related: obese, overweight, body mass index.<br><i>Childhood obesity has become a major public health issue.</i>	ielts vocab topic health
sedentary (adjective)	<b>kurang gerak / banyak duduk</b><br>Involving little physical activity.<br>Related: sedentary lifestyle, inactive, desk job.<br><i>A sedentary lifestyle increases the risk of heart disease.</i>	ielts vocab topic health
nutrition (noun)	<b>nutrisi / gizi</b><br>The process of getting food needed for health and growth.<br>Related: nutritious, nutrient, balanced diet.<br><i>Good nutrition is essential for children's development.</i>	ielts vocab topic health
immune system (noun phrase)	<b>sistem kekebalan tubuh</b><br>The body's defense against infections and disease.<br>Related: immunity, immune response, immunize.<br><i>Vitamin C helps strengthen your immune system.</i>	ielts vocab topic health
mental health (noun phrase)	<b>kesehatan mental</b><br>A person's emotional and psychological well-being.<br>Related: mental illness, anxiety, depression, well-being.<br><i>More schools are addressing mental health among students.</i>	ielts vocab topic health
well-being (noun)	<b>kesejahteraan</b><br>The state of being healthy, comfortable, and happy.<br>Related: wellness, welfare, physical well-being.<br><i>Exercise improves both physical and mental well-being.</i>	ielts vocab topic health
diagnose (verb)	<b>mendiagnosis</b><br>To identify an illness or problem.<br>Related: diagnosis, diagnostic, undiagnosed.<br><i>Doctors diagnosed her with diabetes last year.</i>	ielts vocab topic health
contagious (adjective)	<b>menular</b><br>Spread from one person to another by contact.<br>Related: infectious, contagion, communicable disease.<br><i>The flu is highly contagious during winter months.</i>	ielts vocab topic health
cardiovascular (adjective)	<b>kardiovaskular / terkait jantung dan pembuluh darah</b><br>Related to the heart and blood vessels.<br>Related: heart disease, cardiovascular system, circulation.<br><i>Regular exercise lowers the risk of cardiovascular disease.</i>	ielts vocab topic health
chronic (adjective)	<b>kronis / menahun</b><br>Lasting a long time; persistent.<br>Related: chronic illness, chronic pain, long-term.<br><i>She suffers from chronic back pain after the accident.</i>	ielts vocab topic health
vaccine (noun)	<b>vaksin</b><br>A substance that protects against disease.<br>Related: vaccination, vaccinate, immunization.<br><i>The COVID-19 vaccine saved millions of lives worldwide.</i>	ielts vocab topic health
lifespan (noun)	<b>masa hidup / rentang umur</b><br>The length of time a person or animal lives.<br>Related: longevity, life cycle, average lifespan.<br><i>Modern medicine has extended the human lifespan.</i>	ielts vocab topic health
sanitation (noun)	<b>sanitasi</b><br>Conditions related to clean water and waste disposal.<br>Related: sanitary, hygiene, public sanitation.<br><i>Poor sanitation leads to the spread of disease.</i>	ielts vocab topic health
hygiene (noun)	<b>kebersihan / higiene</b><br>Practices that maintain health and prevent disease.<br>Related: hygienic, personal hygiene, oral hygiene.<br><i>Washing hands is a basic rule of good hygiene.</i>	ielts vocab topic health
life expectancy (noun phrase)	<b>angka harapan hidup</b><br>The average period a person is expected to live.<br>Related: longevity, mortality, lifespan.<br><i>Life expectancy in Japan is among the highest in the world.</i>	ielts vocab topic health
artificial intelligence (noun phrase)	<b>kecerdasan buatan</b><br>Computer systems that can perform human-like tasks.<br>Related: AI, machine learning, automation.<br><i>Artificial intelligence is transforming many industries today.</i>	ielts vocab topic technology
automation (noun)	<b>otomatisasi</b><br>Use of machines to do tasks once done by humans.<br>Related: automate, automated, robotics.<br><i>Automation has replaced many factory jobs.</i>	ielts vocab topic technology
digital divide (noun phrase)	<b>kesenjangan digital</b><br>The gap between those who have technology access and those who don't.<br>Related: digital gap, internet access, inequality.<br><i>The digital divide leaves rural students at a disadvantage.</i>	ielts vocab topic technology
cybersecurity (noun)	<b>keamanan siber</b><br>Protection of computer systems from digital attacks.<br>Related: hacking, data breach, online safety.<br><i>Companies invest heavily in cybersecurity to protect data.</i>	ielts vocab topic technology
social media (noun phrase)	<b>media sosial</b><br>Online platforms for sharing content and connecting with people.<br>Related: Facebook, Instagram, social network.<br><i>Many people spend hours on social media every day.</i>	ielts vocab topic technology
gadget (noun)	<b>perangkat / gawai</b><br>A small electronic device with a useful function.<br>Related: device, tool, electronics.<br><i>Teenagers love buying the latest gadgets.</i>	ielts vocab topic technology
innovation (noun)	<b>inovasi</b><br>A new method, idea, or product.<br>Related: innovate, innovative, breakthrough.<br><i>Technological innovation drives economic growth.</i>	ielts vocab topic technology
virtual reality (noun phrase)	<b>realitas virtual</b><br>A computer-generated simulated environment.<br>Related: VR, augmented reality, immersive.<br><i>Virtual reality is now used in education and training.</i>	ielts vocab topic technology
biotech (noun)	<b>bioteknologi</b><br>Technology based on biology, often for medicine or agriculture.<br>Related: biotechnology, genetic engineering, bioscience.<br><i>Biotech companies are developing new cancer treatments.</i>	ielts vocab topic technology
e-commerce (noun)	<b>perdagangan elektronik</b><br>Buying and selling goods online.<br>Related: online shopping, digital marketplace, e-business.<br><i>E-commerce has changed how we shop forever.</i>	ielts vocab topic technology
algorithm (noun)	<b>algoritma</b><br>A set of rules followed by a computer to solve a problem.<br>Related: code, programming, computation.<br><i>Search engines use algorithms to rank web pages.</i>	ielts vocab topic technology
smartphone (noun)	<b>ponsel pintar</b><br>A mobile phone with advanced computing features.<br>Related: mobile, app, touchscreen.<br><i>Smartphones have replaced cameras for most people.</i>	ielts vocab topic technology
cloud computing (noun phrase)	<b>komputasi awan</b><br>Storing and accessing data over the internet.<br>Related: cloud storage, server, online services.<br><i>Cloud computing allows employees to work from anywhere.</i>	ielts vocab topic technology
online privacy (noun phrase)	<b>privasi daring</b><br>Protection of personal information on the internet.<br>Related: data protection, cybersecurity, privacy settings.<br><i>Many users are worried about their online privacy.</i>	ielts vocab topic technology
screen time (noun phrase)	<b>waktu menatap layar</b><br>The amount of time spent using a screen device.<br>Related: device usage, digital health, eye strain.<br><i>Excessive screen time can affect children's sleep.</i>	ielts vocab topic technology
occupation (noun)	<b>pekerjaan / profesi</b><br>A person's job or profession.<br>Related: profession, employment, career.<br><i>Please state your occupation on the application form.</i>	ielts vocab topic work
workforce (noun)	<b>tenaga kerja</b><br>All the people working in a country or industry.<br>Related: labor force, employees, staff.<br><i>Women now make up half of the workforce.</i>	ielts vocab topic work
unemployment (noun)	<b>pengangguran</b><br>The state of being without a paid job.<br>Related: unemployed, jobless, unemployment rate.<br><i>Unemployment rates rose sharply during the recession.</i>	ielts vocab topic work
salary (noun)	<b>gaji</b><br>Fixed regular payment for work, usually monthly.<br>Related: wage, income, paycheck.<br><i>She earns a competitive salary as a software engineer.</i>	ielts vocab topic work
promotion (noun)	<b>promosi / kenaikan jabatan</b><br>A move to a higher position at work.<br>Related: promote, promoted, career advancement.<br><i>He received a promotion after five years at the company.</i>	ielts vocab topic work
workload (noun)	<b>beban kerja</b><br>The amount of work to be done.<br>Related: heavy workload, work pressure, tasks.<br><i>The new project has increased my workload significantly.</i>	ielts vocab topic work
work-life balance (noun phrase)	<b>keseimbangan kerja dan kehidupan</b><br>Balance between work and personal life.<br>Related: lifestyle, leisure, time management.<br><i>Many young workers value work-life balance over salary.</i>	ielts vocab topic work
retirement (noun)	<b>masa pensiun</b><br>The period when one stops working due to age.<br>Related: retire, retired, pension.<br><i>He plans to travel the world after retirement.</i>	ielts vocab topic work
freelance (adjective)	<b>lepas / pekerja mandiri</b><br>Working for different clients without a permanent contract.<br>Related: freelancer, self-employed, contractor.<br><i>Many designers prefer freelance work for its flexibility.</i>	ielts vocab topic work
employer (noun)	<b>pemberi kerja / atasan</b><br>A person or company that hires workers.<br>Related: employee, employment, hire.<br><i>Good employers invest in training their staff.</i>	ielts vocab topic work
entrepreneur (noun)	<b>wirausahawan / pengusaha</b><br>Someone who starts and runs their own business.<br>Related: entrepreneurship, startup, business owner.<br><i>Successful entrepreneurs take calculated risks.</i>	ielts vocab topic work
internship (noun)	<b>magang</b><br>A short period of work experience offered by employers.<br>Related: intern, work experience, trainee.<br><i>She did an internship at a marketing firm last summer.</i>	ielts vocab topic work
redundancy (noun)	<b>pemutusan hubungan kerja / PHK</b><br>Loss of a job because it is no longer needed.<br>Related: redundant, lay off, dismissal.<br><i>Hundreds of staff faced redundancy when the factory closed.</i>	ielts vocab topic work
career path (noun phrase)	<b>jalur karier</b><br>The progression of jobs in a person's working life.<br>Related: career, professional development, job ladder.<br><i>Choosing the right career path can be difficult.</i>	ielts vocab topic work
working hours (noun phrase)	<b>jam kerja</b><br>The hours during which one works.<br>Related: work schedule, overtime, shift.<br><i>Long working hours can damage your health.</i>	ielts vocab topic work
tradition (noun)	<b>tradisi</b><br>A custom or belief passed down through generations.<br>Related: traditional, custom, heritage.<br><i>Eating ketupat is a tradition during Eid in Indonesia.</i>	ielts vocab topic society
generation gap (noun phrase)	<b>kesenjangan generasi</b><br>Differences in values between younger and older people.<br>Related: generations, age gap, misunderstanding.<br><i>Technology has widened the generation gap in many families.</i>	ielts vocab topic society
urbanization (noun)	<b>urbanisasi</b><br>The growth of cities as people move from the countryside.<br>Related: urban, urbanize, city growth.<br><i>Rapid urbanization has caused housing shortages.</i>	ielts vocab topic society
immigration (noun)	<b>imigrasi</b><br>The act of coming to live permanently in another country.<br>Related: immigrant, migrate, immigration policy.<br><i>Immigration brings cultural diversity to many nations.</i>	ielts vocab topic society
cultural identity (noun phrase)	<b>identitas budaya</b><br>The sense of belonging to a particular culture.<br>Related: heritage, ethnicity, cultural background.<br><i>Language is an important part of cultural identity.</i>	ielts vocab topic society
stereotype (noun)	<b>stereotip</b><br>A widely held but oversimplified idea about a group.<br>Related: stereotypical, prejudice, generalization.<br><i>We should challenge stereotypes about gender roles.</i>	ielts vocab topic society
gender equality (noun phrase)	<b>kesetaraan gender</b><br>Equal rights and opportunities for all genders.<br>Related: equality, women's rights, feminism.<br><i>Gender equality in the workplace remains a global goal.</i>	ielts vocab topic society
demographic (noun)	<b>demografi / kelompok populasi</b><br>A particular section of a population.<br>Related: demographics, population, age group.<br><i>The product is aimed at a younger demographic.</i>	ielts vocab topic society
multicultural (adjective)	<b>multikultural</b><br>Including people from many different cultures.<br>Related: diversity, multiculturalism, cultural mix.<br><i>London is a vibrant multicultural city.</i>	ielts vocab topic society
social class (noun phrase)	<b>kelas sosial</b><br>A group within society based on economic status.<br>Related: middle class, working class, social hierarchy.<br><i>Social class still affects access to good education.</i>	ielts vocab topic society
ageing population (noun phrase)	<b>populasi yang menua</b><br>A society where the proportion of elderly is increasing.<br>Related: elderly, demographic shift, retirement.<br><i>Japan is dealing with the challenges of an ageing population.</i>	ielts vocab topic society
censorship (noun)	<b>sensor / penyensoran</b><br>Control of what information can be shared publicly.<br>Related: censor, freedom of speech, restriction.<br><i>Censorship of the internet is common in some countries.</i>	ielts vocab topic society
lifestyle (noun)	<b>gaya hidup</b><br>The way a person or group lives.<br>Related: way of life, healthy lifestyle, modern lifestyle.<br><i>A healthy lifestyle includes exercise and good nutrition.</i>	ielts vocab topic society
community (noun)	<b>komunitas / masyarakat</b><br>A group of people living in the same area or sharing interests.<br>Related: communal, neighborhood, society.<br><i>The local community organized a clean-up event.</i>	ielts vocab topic society
integration (noun)	<b>integrasi / pembauran</b><br>The process of combining people or groups into a society.<br>Related: integrate, social integration, inclusion.<br><i>Successful integration of immigrants benefits society.</i>	ielts vocab topic society
destination (noun)	<b>tujuan / destinasi</b><br>The place to which someone is travelling.<br>Related: travel destination, tourist destination, arrival.<br><i>Bali is a popular destination for international tourists.</i>	ielts vocab topic travel
accommodation (noun)	<b>akomodasi / penginapan</b><br>A place to stay during travel.<br>Related: lodging, hotel, hostel, stay.<br><i>We booked our accommodation online before the trip.</i>	ielts vocab topic travel
cultural exchange (noun phrase)	<b>pertukaran budaya</b><br>Sharing of customs and ideas between different cultures.<br>Related: exchange program, cross-cultural, diversity.<br><i>Travel offers wonderful opportunities for cultural exchange.</i>	ielts vocab topic travel
eco-tourism (noun)	<b>ekowisata</b><br>Tourism focused on natural environments and conservation.<br>Related: sustainable tourism, ecotourist, nature travel.<br><i>Eco-tourism helps protect endangered habitats.</i>	ielts vocab topic travel
backpacking (noun)	<b>traveling hemat dengan ransel</b><br>Travelling on a low budget while carrying a backpack.<br>Related: backpacker, budget travel, hostel.<br><i>He went backpacking across Southeast Asia for six months.</i>	ielts vocab topic travel
itinerary (noun)	<b>jadwal perjalanan / rencana perjalanan</b><br>A planned route or schedule for a trip.<br>Related: travel plan, schedule, route.<br><i>Our itinerary includes three days in Tokyo and two in Kyoto.</i>	ielts vocab topic travel
sightseeing (noun)	<b>jalan-jalan melihat tempat wisata</b><br>Visiting interesting places as a tourist.<br>Related: tourist attraction, landmark, tour.<br><i>We spent the afternoon sightseeing in old Jakarta.</i>	ielts vocab topic travel
peak season (noun phrase)	<b>musim ramai / musim puncak</b><br>The busiest time of year for tourism.<br>Related: high season, off-season, tourist season.<br><i>Hotel prices double during the peak season.</i>	ielts vocab topic travel
visa (noun)	<b>visa</b><br>Official permission to enter a country.<br>Related: passport, immigration, tourist visa.<br><i>Indonesians need a visa to visit most European countries.</i>	ielts vocab topic travel
customs (noun)	<b>bea cukai</b><br>The official department that checks goods entering a country.<br>Related: customs officer, declare, duty-free.<br><i>You must declare expensive items at customs.</i>	ielts vocab topic travel
expatriate (noun)	<b>ekspatriat / orang asing yang tinggal di negara lain</b><br>A person living outside their native country.<br>Related: expat, immigrant, foreign worker.<br><i>Many expatriates work in the oil industry in the Middle East.</i>	ielts vocab topic travel
currency (noun)	<b>mata uang</b><br>The money used in a particular country.<br>Related: exchange rate, foreign currency, banknote.<br><i>The local currency in Indonesia is the rupiah.</i>	ielts vocab topic travel
jet lag (noun phrase)	<b>kelelahan akibat perbedaan waktu</b><br>Tiredness after a long flight across time zones.<br>Related: time zone, long-haul flight, fatigue.<br><i>I had terrible jet lag after flying from London to Sydney.</i>	ielts vocab topic travel
souvenir (noun)	<b>cinderamata / oleh-oleh</b><br>An object kept as a reminder of a place visited.<br>Related: keepsake, memento, gift shop.<br><i>She bought a small souvenir from every city she visited.</i>	ielts vocab topic travel
local cuisine (noun phrase)	<b>masakan lokal</b><br>Traditional food of a particular region.<br>Related: traditional food, regional dish, gastronomy.<br><i>Trying local cuisine is one of the joys of travelling.</i>	ielts vocab topic travel
legislation (noun)	<b>peraturan perundang-undangan</b><br>Laws made by a government.<br>Related: legislate, law, legal, bill.<br><i>New legislation will reduce plastic waste nationwide.</i>	ielts vocab topic government
election (noun)	<b>pemilihan umum / pemilu</b><br>The process of choosing leaders by voting.<br>Related: elect, voter, ballot, candidate.<br><i>The general election will be held next October.</i>	ielts vocab topic government
democracy (noun)	<b>demokrasi</b><br>A system where citizens vote to choose their government.<br>Related: democratic, democrat, free election.<br><i>Democracy depends on an informed and active citizenry.</i>	ielts vocab topic government
corruption (noun)	<b>korupsi</b><br>Dishonest behavior by those in power, often for personal gain.<br>Related: corrupt, bribery, anti-corruption.<br><i>Corruption among officials slows down economic development.</i>	ielts vocab topic government
deterrent (noun)	<b>pencegah / penghalang</b><br>Something that discourages an action, especially crime.<br>Related: deter, prevent, discourage.<br><i>Heavy fines act as a deterrent to speeding drivers.</i>	ielts vocab topic government
rehabilitation (noun)	<b>rehabilitasi</b><br>The process of helping someone return to a normal life.<br>Related: rehabilitate, recovery, reform.<br><i>Prisons should focus on rehabilitation, not just punishment.</i>	ielts vocab topic government
capital punishment (noun phrase)	<b>hukuman mati</b><br>The legal killing of a person as punishment for a crime.<br>Related: death penalty, execution, abolish.<br><i>Many countries have abolished capital punishment.</i>	ielts vocab topic government
juvenile (adjective)	<b>remaja / anak di bawah umur</b><br>Relating to young people, especially in legal contexts.<br>Related: juvenile crime, youth, minor.<br><i>Juvenile offenders are usually sent to special centers.</i>	ielts vocab topic government
surveillance (noun)	<b>pengawasan</b><br>Close observation, especially of suspects or public places.<br>Related: monitor, CCTV, watch.<br><i>CCTV surveillance has reduced crime in city centers.</i>	ielts vocab topic government
civil rights (noun phrase)	<b>hak-hak sipil</b><br>The rights of citizens to equality and freedom.<br>Related: human rights, civil liberties, equality.<br><i>The civil rights movement changed history in America.</i>	ielts vocab topic government
policy (noun)	<b>kebijakan</b><br>A plan or course of action by a government or organization.<br>Related: policy maker, public policy, government policy.<br><i>The government introduced a new education policy.</i>	ielts vocab topic government
public funding (noun phrase)	<b>pendanaan publik / dana pemerintah</b><br>Money provided by the government for public services.<br>Related: government spending, taxpayer money, subsidy.<br><i>Hospitals rely on public funding to operate.</i>	ielts vocab topic government
constitution (noun)	<b>konstitusi / undang-undang dasar</b><br>The basic principles by which a country is governed.<br>Related: constitutional, amendment, charter.<br><i>The constitution guarantees freedom of speech.</i>	ielts vocab topic government
taxation (noun)	<b>perpajakan</b><br>The system of charging taxes to citizens.<br>Related: tax, taxpayer, income tax.<br><i>High taxation can discourage business investment.</i>	ielts vocab topic government
welfare (noun)	<b>kesejahteraan / bantuan sosial</b><br>Government support for people in need.<br>Related: welfare state, benefits, social security.<br><i>The welfare system supports families on low incomes.</i>	ielts vocab topic government
