Fill in: "Water _____ at 100 degrees Celsius." (boil / boils / is boiling)	<b>boils</b><br>Present simple untuk fakta umum dan kebenaran ilmiah. Subjek tunggal (water) butuh akhiran -s.<br><i>Water boils at 100 degrees Celsius.</i><br><i>The Earth revolves around the Sun.</i>	ielts grammar tenses present-simple
Which is correct: "Look! It _____." (rains / is raining / has rained)	<b>is raining</b><br>Present continuous untuk aksi yang sedang terjadi sekarang. Sering dipakai dengan "now", "look", "listen".<br><i>Look! It is raining heavily outside.</i><br><i>She is currently writing her thesis.</i>	ielts grammar tenses present-continuous
Fill in: "While I _____ dinner, the phone rang." (cooked / was cooking / had cooked)	<b>was cooking</b><br>Past continuous untuk aksi panjang yang diinterupsi aksi lain (past simple). Pola: while + past continuous, past simple.<br><i>While I was cooking dinner, the phone rang.</i><br><i>They were studying when the lights went out.</i>	ielts grammar tenses past-continuous
Which is correct: "I _____ in Jakarta for 5 years." (live / have lived / am living)	<b>have lived</b><br>Present perfect untuk durasi yang dimulai di masa lalu dan masih berlangsung. Pakai "for" untuk durasi, "since" untuk titik waktu.<br><i>I have lived in Jakarta for 5 years.</i><br><i>She has worked here since 2020.</i>	ielts grammar tenses present-perfect
Fill in: "She _____ to Bali last summer." (has gone / went / had gone)	<b>went</b><br>Past simple untuk aksi selesai di waktu tertentu di masa lalu. Tanda: yesterday, last year, in 2020, ago.<br><i>She went to Bali last summer.</i><br><i>The researchers conducted the study in 2019.</i>	ielts grammar tenses past-simple
Which is correct: "I _____ this book for two hours and I'm still not finished." (read / have read / have been reading)	<b>have been reading</b><br>Present perfect continuous untuk menekankan durasi aksi yang masih berlangsung atau baru selesai.<br><i>I have been reading this book for two hours.</i><br><i>He has been studying English since childhood.</i>	ielts grammar tenses present-perfect-continuous
Fill in: "When I arrived, they _____ already _____." (had / left)	<b>had already left</b><br>Past perfect (had + V3) untuk aksi yang terjadi SEBELUM aksi lain di masa lalu.<br><i>When I arrived, they had already left.</i><br><i>She had finished her work before the deadline.</i>	ielts grammar tenses past-perfect
Which is correct for a planned arrangement: "I _____ my friend tomorrow at 7pm." (will meet / am meeting / meet)	<b>am meeting</b><br>Present continuous untuk rencana masa depan yang sudah pasti/sudah diatur. "Will" untuk keputusan spontan; "going to" untuk niat.<br><i>I am meeting my friend tomorrow at 7pm.</i><br><i>We are flying to London next week.</i>	ielts grammar tenses future
Fill in: "Look at those clouds! It _____ rain." (will / is going to / is)	<b>is going to</b><br>"Going to" untuk prediksi berdasar bukti yang terlihat sekarang. "Will" untuk prediksi tanpa bukti.<br><i>Look at those clouds! It is going to rain.</i><br><i>I think the economy will improve next year.</i>	ielts grammar tenses future
Which is correct (passive): "The report _____ by the committee yesterday." (reviewed / was reviewed / has reviewed)	<b>was reviewed</b><br>Passive voice past simple: was/were + V3. Dipakai saat fokus pada objek, bukan pelaku.<br><i>The report was reviewed by the committee yesterday.</i><br><i>The novel was written in 1925.</i>	ielts grammar passive-voice
Fill in (passive present perfect): "The new policy _____ recently _____." (has / been implemented)	<b>has been implemented</b><br>Passive present perfect: has/have + been + V3. Untuk aksi pasif yang baru selesai atau berdampak sekarang.<br><i>The new policy has been implemented recently.</i><br><i>Several solutions have been proposed.</i>	ielts grammar passive-voice
Fill in narrative: "She walked into the room. The lights _____ off and someone _____ behind the door." (turned / was hiding)	<b>turned / was hiding</b><br>Narrative tenses: past simple untuk aksi utama, past continuous untuk latar belakang yang sedang berlangsung.<br><i>The lights turned off and someone was hiding behind the door.</i><br><i>It was raining when the accident happened.</i>	ielts grammar tenses narrative
Which is correct: "I _____ smoke, but I quit last year." (used to / would / am used to)	<b>used to</b><br>"Used to" untuk kebiasaan masa lalu yang sudah tidak dilakukan. "Would" hanya untuk aksi berulang, bukan keadaan. "Be used to" = terbiasa.<br><i>I used to smoke, but I quit last year.</i><br><i>She used to live in Surabaya.</i>	ielts grammar tenses used-to
Fill in: "_____ as soon as I _____ home, I'll call you." (When / arrive)	<b>As soon as I arrive</b><br>Time clauses (when, while, as soon as, before, after, until) pakai present simple untuk merujuk masa depan, BUKAN "will".<br><i>As soon as I arrive home, I will call you.</i><br><i>I will wait until she finishes.</i>	ielts grammar tenses time-clauses
Which is correct: "By 2030, scientists _____ a cure for many diseases." (will find / will have found / will be finding)	<b>will have found</b><br>Future perfect (will have + V3) untuk aksi yang akan selesai sebelum titik waktu di masa depan.<br><i>By 2030, scientists will have found a cure for many diseases.</i><br><i>She will have graduated by next June.</i>	ielts grammar tenses future-perfect
Fill in: "_____ Sun rises in _____ east." (The / the / —)	<b>The Sun / the east</b><br>Pakai "the" untuk benda unik (sun, moon, sky, internet) dan arah mata angin.<br><i>The Sun rises in the east.</i><br><i>The Moon orbits the Earth.</i>	ielts grammar articles unique-nouns
Which is correct: "_____ books are important for education." (The / A / —)	<b>— (zero article)</b><br>Tanpa artikel untuk noun jamak/uncountable yang bermakna umum (semua buku, semua orang).<br><i>Books are important for education.</i><br><i>Water is essential for life.</i>	ielts grammar articles zero-article
Fill in: "I saw _____ dog yesterday. _____ dog was very friendly." (a / The)	<b>a dog / The dog</b><br>First mention pakai "a/an" (belum spesifik). Second mention pakai "the" (sudah dikenal pembaca).<br><i>I saw a dog yesterday. The dog was very friendly.</i><br><i>She bought a book. The book was about history.</i>	ielts grammar articles first-second-mention
Which is correct: "Mount Everest is _____ highest mountain in the world." (a / the / —)	<b>the</b><br>Pakai "the" sebelum superlative dan untuk benda unik (only one of its kind).<br><i>Mount Everest is the highest mountain in the world.</i><br><i>This is the most interesting book I have read.</i>	ielts grammar articles superlatives
Fill in: "She is _____ honest person and _____ university student." (an / a)	<b>an honest / a university</b><br>"A/an" tergantung BUNYI, bukan huruf. "Honest" diawali bunyi vokal (h diam) → an. "University" diawali bunyi /ju/ konsonan → a.<br><i>She is an honest person.</i><br><i>He is a university student.</i>	ielts grammar articles a-an-pronunciation
Which is correct: "He lives in _____ United Kingdom, but his wife is from _____ Japan." (the / —)	<b>the United Kingdom / — Japan</b><br>Pakai "the" untuk negara berbentuk plural/persatuan (the UK, the USA, the Netherlands). Tanpa artikel untuk negara biasa.<br><i>He lives in the United Kingdom.</i><br><i>His wife is from Japan.</i>	ielts grammar articles countries
Fill in: "_____ education is _____ key to success." (— / the)	<b>— Education / the key</b><br>Abstract nouns (education, love, freedom) tanpa artikel saat bermakna umum. Pakai "the" jika spesifik.<br><i>Education is the key to success.</i><br><i>Freedom is a fundamental human right.</i>	ielts grammar articles abstract-nouns
Which is correct: "I play _____ piano and _____ football." (the / —)	<b>the piano / — football</b><br>Pakai "the" untuk alat musik. TANPA artikel untuk olahraga dan makanan.<br><i>I play the piano and football.</i><br><i>She plays the violin every Sunday.</i>	ielts grammar articles instruments-sports
Fill in: "_____ Amazon is _____ longest river in South America." (The / the)	<b>The Amazon / the longest</b><br>Pakai "the" untuk sungai, samudra, gurun, gunung berantai. Tidak untuk gunung tunggal atau danau.<br><i>The Amazon is the longest river in South America.</i><br><i>The Sahara is a vast desert.</i>	ielts grammar articles geography
Which is correct: "She is _____ best student in _____ class." (the / the)	<b>the best / the class</b><br>"The" sebelum superlative dan sebelum noun yang sudah jelas konteksnya (kelas yang dibicarakan).<br><i>She is the best student in the class.</i><br><i>This is the most important chapter.</i>	ielts grammar articles definite-context
Fill in (zero conditional): "If you _____ ice, it _____." (heat / melts)	<b>heat / melts</b><br>Zero conditional: if + present simple, present simple. Untuk fakta umum/kebenaran ilmiah.<br><i>If you heat ice, it melts.</i><br><i>If water reaches 100 degrees, it boils.</i>	ielts grammar conditionals zero
Fill in (first conditional): "If it _____ tomorrow, we _____ the picnic." (rains / will cancel)	<b>rains / will cancel</b><br>First conditional: if + present simple, will + V1. Untuk situasi nyata/mungkin di masa depan.<br><i>If it rains tomorrow, we will cancel the picnic.</i><br><i>If she studies hard, she will pass the exam.</i>	ielts grammar conditionals first
Fill in (second conditional): "If I _____ rich, I _____ a school for poor children." (were / would build)	<b>were / would build</b><br>Second conditional: if + past simple, would + V1. Untuk situasi tidak nyata/khayalan di masa kini. Pakai "were" untuk semua subjek.<br><i>If I were rich, I would build a school.</i><br><i>If she had more time, she would travel more.</i>	ielts grammar conditionals second
Fill in (third conditional): "If she _____ harder, she _____ the scholarship." (had studied / would have got)	<b>had studied / would have got</b><br>Third conditional: if + past perfect, would have + V3. Untuk penyesalan masa lalu (tidak bisa diubah).<br><i>If she had studied harder, she would have got the scholarship.</i><br><i>If we had left earlier, we would have caught the train.</i>	ielts grammar conditionals third
Fill in (mixed conditional): "If I _____ studied medicine, I _____ a doctor now." (had / would be)	<b>had studied / would be</b><br>Mixed conditional: kondisi masa lalu (past perfect) → akibat masa kini (would + V1).<br><i>If I had studied medicine, I would be a doctor now.</i><br><i>If she had taken the job, she would be in London now.</i>	ielts grammar conditionals mixed
Which is correct: "If I _____ you, I would apologise." (was / were / am)	<b>were</b><br>Dalam second conditional, pakai "were" untuk SEMUA subjek (I, he, she, it). Bentuk subjunctive.<br><i>If I were you, I would apologise immediately.</i><br><i>If he were here, he would help us.</i>	ielts grammar conditionals subjunctive
Fill in: "_____ you study, you will fail." (Unless / If not)	<b>Unless</b><br>"Unless" = "if not". Tidak boleh digabung dengan "not" lagi. Salah: "Unless you don't study".<br><i>Unless you study, you will fail.</i><br><i>I won't go unless you come with me.</i>	ielts grammar conditionals unless
Fill in (mixed conditional reverse): "If she _____ Spanish, she _____ that job last year." (spoke / would have got)	<b>spoke / would have got</b><br>Mixed conditional reverse: kondisi masa kini (umum/permanen) → akibat masa lalu.<br><i>If she spoke Spanish, she would have got that job.</i><br><i>If he were taller, he would have been selected.</i>	ielts grammar conditionals mixed
Fill in (time prepositions): "The meeting is _____ Monday _____ 9am _____ January." (on / at / in)	<b>on Monday / at 9am / in January</b><br>AT untuk jam. ON untuk hari/tanggal. IN untuk bulan/tahun/musim.<br><i>The meeting is on Monday at 9am in January.</i><br><i>She was born on 5 May at noon in 1995.</i>	ielts grammar prepositions time
Fill in (place prepositions): "The book is _____ the table _____ the living room _____ 23 Sunset Street." (on / in / at)	<b>on the table / in the living room / at 23 Sunset Street</b><br>AT untuk titik/alamat. ON untuk permukaan. IN untuk ruang tertutup.<br><i>The book is on the table in the living room.</i><br><i>I live at 23 Sunset Street in Jakarta.</i>	ielts grammar prepositions place
Fill in: "Success depends _____ hard work and is closely related _____ effort." (on / to)	<b>depends ON / related TO</b><br>Verb + preposition spesifik harus dihafal. "Depend on" (bergantung pada), "related to" (berhubungan dengan).<br><i>Success depends on hard work.</i><br><i>This issue is closely related to climate change.</i>	ielts grammar prepositions verb-collocations
Fill in: "She is interested _____ history and good _____ mathematics." (in / at)	<b>interested IN / good AT</b><br>Adjective + preposition: interested IN, good AT, afraid OF, proud OF, married TO, fond OF.<br><i>She is interested in history and good at mathematics.</i><br><i>He is proud of his achievements.</i>	ielts grammar prepositions adjectives
Fill in: "Water _____ hydrogen and oxygen, and we should focus _____ the issue." (consists of / on)	<b>consists OF / focus ON</b><br>"Consist of" = terdiri dari (jangan pakai "consist from"). "Focus on" = fokus pada.<br><i>Water consists of hydrogen and oxygen.</i><br><i>We should focus on the main issue.</i>	ielts grammar prepositions verb-collocations
Fill in: "She had to cope _____ many difficulties." (with / for / on)	<b>cope WITH</b><br>"Cope with" = mengatasi/menghadapi. Other: deal with, struggle with, agree with someone.<br><i>She had to cope with many difficulties.</i><br><i>We must deal with this problem urgently.</i>	ielts grammar prepositions verb-collocations
Fill in: "I usually go to work _____ car, but yesterday I went _____ foot." (by / on)	<b>by car / on foot</b><br>BY + means of transport (by car, by bus, by train, by plane). Tapi: ON foot, ON horseback.<br><i>I usually go to work by car.</i><br><i>Yesterday I went on foot.</i>	ielts grammar prepositions transport
Fill in: "He is afraid _____ spiders but fond _____ cats." (of / of)	<b>afraid OF / fond OF</b><br>Banyak adjective pakai "of": afraid of, fond of, aware of, capable of, jealous of, tired of.<br><i>He is afraid of spiders but fond of cats.</i><br><i>I am aware of the consequences.</i>	ielts grammar prepositions adjectives
Correct the error: "There are many informations in this article."	<b>much information</b><br>"Information" adalah uncountable noun (tidak bisa dijamakkan). Pakai "much/a lot of/some", BUKAN "many" atau "-s".<br><i>There is much information in this article.</i><br><i>She gave me a lot of information.</i>	ielts grammar errors uncountable
Correct the error: "He gave me some good advices."	<b>some good advice</b><br>"Advice" uncountable. Untuk satuan: "a piece of advice". Sama untuk: equipment, furniture, knowledge, research.<br><i>He gave me some good advice.</i><br><i>She offered a piece of advice.</i>	ielts grammar errors uncountable
Correct the error: "The childrens are playing in the park."	<b>The children are playing</b><br>"Children" sudah jamak (irregular plural dari child). Tidak boleh ditambah -s. Sama: people, men, women, feet, teeth.<br><i>The children are playing in the park.</i><br><i>Many people attended the conference.</i>	ielts grammar errors irregular-plural
Correct the error: "I have lived here since 5 years ago."	<b>for 5 years / 5 years ago</b><br>"Since" untuk titik waktu (since 2020, since Monday). "For" untuk durasi. "Ago" pakai past simple, bukan present perfect.<br><i>I have lived here for 5 years.</i><br><i>I moved here 5 years ago.</i>	ielts grammar errors since-for-ago
Correct the error: "He very smart and tall."	<b>He IS very smart and tall</b><br>Bahasa Indonesia tidak punya copula (to be). Bahasa Inggris WAJIB pakai is/am/are sebelum adjective.<br><i>He is very smart and tall.</i><br><i>The students are intelligent.</i>	ielts grammar errors copula
Correct the error: "I and my friend went to the library."	<b>My friend and I went</b><br>Sopan santun: orang lain disebut dulu, "I" terakhir. Pakai "I" sebagai subjek, "me" sebagai objek.<br><i>My friend and I went to the library.</i><br><i>She invited my friend and me.</i>	ielts grammar errors pronoun-order
Correct the error: "We will discuss about the problem tomorrow."	<b>We will discuss the problem</b><br>"Discuss" adalah transitive verb — TIDAK butuh preposisi. Sama: enter (a room), marry (someone), reach (a place).<br><i>We will discuss the problem tomorrow.</i><br><i>She entered the building quietly.</i>	ielts grammar errors no-preposition
Correct the error: "She is married with a doctor."	<b>married TO a doctor</b><br>"Married to" (bukan "with"). Sama: similar to, related to, attached to, addicted to.<br><i>She is married to a doctor.</i><br><i>This case is similar to the previous one.</i>	ielts grammar errors preposition
Correct the error: "This phone is more cheaper than that one."	<b>cheaper / more cheap (no — just "cheaper")</b><br>JANGAN double comparative. Pilih SATU: -er ATAU more, tidak dua-duanya.<br><i>This phone is cheaper than that one.</i><br><i>This book is more interesting than that one.</i>	ielts grammar errors double-comparative
Correct the error: "Math is the most easiest subject for me."	<b>the easiest</b><br>JANGAN double superlative. Pilih SATU: -est ATAU most.<br><i>Math is the easiest subject for me.</i><br><i>This is the most beautiful place I've seen.</i>	ielts grammar errors double-superlative
Correct the error: "The furniture in this office are very modern."	<b>The furniture IS very modern</b><br>"Furniture" uncountable singular → pakai IS. Sama: information, advice, equipment, news, research, luggage.<br><i>The furniture in this office is very modern.</i><br><i>The news is shocking.</i>	ielts grammar errors uncountable-verb-agreement
Form comparative: "This problem is _____ (difficult) than the last one."	<b>more difficult</b><br>Adjective 2+ suku kata: pakai "more". Adjective 1 suku kata: pakai -er. Adjective 2 suku kata berakhir -y: ganti y → ier.<br><i>This problem is more difficult than the last one.</i><br><i>She is happier now than before.</i>	ielts grammar comparatives
Form superlative: "Mount Everest is the _____ (high) mountain in the world."	<b>highest</b><br>Adjective 1 suku kata: tambah -est. Adjective 2+ suku kata: pakai "the most". Selalu pakai "the" sebelum superlative.<br><i>Mount Everest is the highest mountain.</i><br><i>This is the most important issue.</i>	ielts grammar superlatives
Form irregular: "good → _____ → _____. bad → _____ → _____."	<b>good → better → best. bad → worse → worst</b><br>Irregular: good/better/best, bad/worse/worst, far/farther/farthest, little/less/least, much/more/most.<br><i>This is the best book I have ever read.</i><br><i>Things are getting worse every day.</i>	ielts grammar comparatives irregular
Fill in: "He is _____ tall _____ his brother." (as / as)	<b>as tall as</b><br>"As + adjective + as" untuk menyatakan kesetaraan. Negatif: "not as ... as" atau "not so ... as".<br><i>He is as tall as his brother.</i><br><i>This task is not as difficult as I thought.</i>	ielts grammar comparatives as-as
Fill in: "_____ more you study, _____ better your results." (The / the)	<b>The more / the better</b><br>"The + comparative, the + comparative" untuk menyatakan paralel berubah. Pola formal IELTS Writing.<br><i>The more you study, the better your results.</i><br><i>The harder we work, the more we earn.</i>	ielts grammar comparatives the-more-the-more
Which is correct: "I _____ go now. The rules require it." (must / have to / should)	<b>have to / must</b><br>"Must" = kewajiban dari pembicara sendiri. "Have to" = kewajiban dari luar (aturan, hukum). Negatif berbeda: "mustn't" (dilarang) vs "don't have to" (tidak perlu).<br><i>I have to go now. The rules require it.</i><br><i>You must finish this report today.</i>	ielts grammar modals must-have-to
Which is correct: "You _____ see a doctor about that cough." (should / must / can)	<b>should</b><br>"Should" untuk saran/rekomendasi. "Ought to" lebih formal, makna sama. "Must" terlalu kuat untuk saran biasa.<br><i>You should see a doctor about that cough.</i><br><i>Students ought to read widely.</i>	ielts grammar modals should
Fill in: "She _____ swim when she was 4. Now she _____ swim 100m without stopping." (could / can / is able to)	<b>could / can / is able to</b><br>"Could" = kemampuan umum di masa lalu. "Can" = kemampuan sekarang. "Be able to" untuk tense lain (future, perfect).<br><i>She could swim when she was 4.</i><br><i>Now she is able to swim 100m without stopping.</i>	ielts grammar modals can-could-able
Which is correct: "It _____ rain later. Bring an umbrella just in case." (may / must / should)	<b>may / might</b><br>"May/might" = kemungkinan (50/50). "Could" juga bisa. "Must" = kepastian/kesimpulan logis.<br><i>It may rain later. Bring an umbrella.</i><br><i>She might be at home now.</i>	ielts grammar modals may-might
